source,target,time,prob2
69,18,2009-04-22 02:01:48,0.323
69,46,2009-04-22 02:01:48,0.026
69,52,2009-04-22 02:01:48,0.026
69,72,2009-04-22 02:01:48,0.439
18,9,2009-04-22 02:01:54,0
18,15,2009-04-22 02:01:54,0.478
18,46,2009-04-22 02:01:54,0.163
18,65,2009-04-22 02:01:54,0.446
18,68,2009-04-22 02:01:54,0.372
18,72,2009-04-22 02:01:54,0.57
18,79,2009-04-22 02:01:54,0.213
11,4,2009-04-22 02:02:56,0.303
11,24,2009-04-22 02:02:56,0.1
11,44,2009-04-22 02:02:56,0.451
11,49,2009-04-22 02:02:56,
11,61,2009-04-22 02:02:56,0.337
11,76,2009-04-22 02:02:56,0.5
11,80,2009-04-22 02:02:56,
21,8,2009-04-22 02:03:13,0.193
21,31,2009-04-22 02:03:13,0.38
21,42,2009-04-22 02:03:13,0.053
21,57,2009-04-22 02:03:13,0.685
21,70,2009-04-22 02:03:13,0.305
64,5,2009-04-22 02:03:13,
5,23,2009-04-22 02:03:31,0.211
5,64,2009-04-22 02:03:31,
5,77,2009-04-22 02:03:31,0.091
5,78,2009-04-22 02:03:31,
15,18,2009-04-22 02:03:54,0.443
15,52,2009-04-22 02:03:54,0.074
15,72,2009-04-22 02:03:54,0.489
15,79,2009-04-22 02:03:54,0.302
1,2,2009-04-22 02:04:07,0
1,2,2009-04-22 02:04:07,0
1,24,2009-04-22 02:04:07,
1,24,2009-04-22 02:04:07,
1,61,2009-04-22 02:04:07,0.882
1,61,2009-04-22 02:04:07,0.882
1,71,2009-04-22 02:04:07,0.323
1,71,2009-04-22 02:04:07,0.323
22,23,2009-04-22 02:04:11,0.212
22,46,2009-04-22 02:04:11,0.07
22,49,2009-04-22 02:04:11,0.08
22,60,2009-04-22 02:04:11,0.375
22,65,2009-04-22 02:04:11,0.609
22,67,2009-04-22 02:04:11,0.51
22,76,2009-04-22 02:04:11,
22,78,2009-04-22 02:04:11,
62,56,2009-04-22 02:05:40,0.237
62,60,2009-04-22 02:05:40,0.117
62,65,2009-04-22 02:05:40,0.815
62,67,2009-04-22 02:05:40,0.392
31,8,2009-04-22 02:05:52,0.133
31,21,2009-04-22 02:05:52,0.355
31,30,2009-04-22 02:05:52,0.06
31,42,2009-04-22 02:05:52,0.112
31,57,2009-04-22 02:05:52,0.409
27,8,2009-04-22 02:06:18,0.078
27,21,2009-04-22 02:06:18,0.644
27,31,2009-04-22 02:06:18,0.359
27,42,2009-04-22 02:06:18,0.01
27,57,2009-04-22 02:06:18,0.683
27,70,2009-04-22 02:06:18,0.312
52,15,2009-04-22 02:06:30,0.132
52,78,2009-04-22 02:06:30,
52,79,2009-04-22 02:06:30,0.011
4,11,2009-04-22 02:06:55,0.133
4,18,2009-04-22 02:06:55,0.052
4,24,2009-04-22 02:06:55,0.142
4,76,2009-04-22 02:06:55,0
4,80,2009-04-22 02:06:55,
71,2,2009-04-22 02:07:03,0.75
71,4,2009-04-22 02:07:03,0.138
71,11,2009-04-22 02:07:03,0.031
71,18,2009-04-22 02:07:03,0.15
71,22,2009-04-22 02:07:03,0.011
71,61,2009-04-22 02:07:03,0.062
71,76,2009-04-22 02:07:03,0
69,9,2009-04-22 02:07:05,0.244
69,72,2009-04-22 02:07:05,0.439
69,79,2009-04-22 02:07:05,0.332
18,4,2009-04-22 02:07:11,0.067
18,11,2009-04-22 02:07:11,0.024
18,22,2009-04-22 02:07:11,0.6
18,49,2009-04-22 02:07:11,0.24
18,60,2009-04-22 02:07:11,0.724
18,76,2009-04-22 02:07:11,0.008
11,1,2009-04-22 02:08:13,0.331
11,4,2009-04-22 02:08:13,0.303
11,18,2009-04-22 02:08:13,0.045
11,24,2009-04-22 02:08:13,0.1
11,44,2009-04-22 02:08:13,0.451
11,49,2009-04-22 02:08:13,
11,71,2009-04-22 02:08:13,0.156
11,76,2009-04-22 02:08:13,0.5
11,80,2009-04-22 02:08:13,
64,5,2009-04-22 02:08:28,
21,8,2009-04-22 02:08:41,0.193
21,31,2009-04-22 02:08:41,0.38
21,42,2009-04-22 02:08:41,0.053
21,57,2009-04-22 02:08:41,0.685
21,64,2009-04-22 02:08:41,
21,70,2009-04-22 02:08:41,0.305
5,42,2009-04-22 02:08:46,0.368
5,44,2009-04-22 02:08:46,0.207
5,64,2009-04-22 02:08:46,
5,77,2009-04-22 02:08:46,0.091
5,78,2009-04-22 02:08:46,
15,52,2009-04-22 02:09:10,0.074
15,79,2009-04-22 02:09:10,0.302
61,1,2009-04-22 02:09:20,0.925
61,2,2009-04-22 02:09:20,0
61,24,2009-04-22 02:09:20,
61,71,2009-04-22 02:09:20,0.031
1,2,2009-04-22 02:09:24,0
1,2,2009-04-22 02:09:24,0
1,24,2009-04-22 02:09:24,
1,24,2009-04-22 02:09:24,
22,18,2009-04-22 02:09:46,0.535
22,35,2009-04-22 02:09:46,0.175
22,49,2009-04-22 02:09:46,0.08
22,60,2009-04-22 02:09:46,0.375
22,67,2009-04-22 02:09:46,0.51
22,75,2009-04-22 02:09:46,0.447
22,76,2009-04-22 02:09:46,
22,78,2009-04-22 02:09:46,
30,20,2009-04-22 02:10:48,0.694
30,23,2009-04-22 02:10:48,0.095
30,24,2009-04-22 02:10:48,
30,33,2009-04-22 02:10:48,
30,42,2009-04-22 02:10:48,0.342
30,44,2009-04-22 02:10:48,0.2
30,59,2009-04-22 02:10:48,0.495
30,77,2009-04-22 02:10:48,
62,46,2009-04-22 02:10:55,0.125
62,49,2009-04-22 02:10:55,0.375
62,60,2009-04-22 02:10:55,0.117
62,65,2009-04-22 02:10:55,0.815
62,67,2009-04-22 02:10:55,0.392
62,75,2009-04-22 02:10:55,0.054
31,8,2009-04-22 02:11:10,0.133
31,21,2009-04-22 02:11:10,0.355
31,30,2009-04-22 02:11:10,0.06
31,42,2009-04-22 02:11:10,0.112
31,57,2009-04-22 02:11:10,0.409
31,59,2009-04-22 02:11:10,0.082
27,8,2009-04-22 02:11:34,0.078
27,20,2009-04-22 02:11:34,0.033
27,21,2009-04-22 02:11:34,0.644
27,31,2009-04-22 02:11:34,0.359
27,42,2009-04-22 02:11:34,0.01
27,57,2009-04-22 02:11:34,0.683
27,70,2009-04-22 02:11:34,0.312
52,15,2009-04-22 02:11:47,0.132
52,78,2009-04-22 02:11:47,
52,79,2009-04-22 02:11:47,0.011
4,11,2009-04-22 02:12:11,0.133
4,18,2009-04-22 02:12:11,0.052
4,24,2009-04-22 02:12:11,0.142
4,76,2009-04-22 02:12:11,0
4,80,2009-04-22 02:12:11,
71,2,2009-04-22 02:12:20,0.75
71,4,2009-04-22 02:12:20,0.138
71,11,2009-04-22 02:12:20,0.031
71,18,2009-04-22 02:12:20,0.15
71,61,2009-04-22 02:12:20,0.062
71,76,2009-04-22 02:12:20,0
69,15,2009-04-22 02:12:22,0.328
69,35,2009-04-22 02:12:22,0.384
69,52,2009-04-22 02:12:22,0.026
69,72,2009-04-22 02:12:22,0.439
69,79,2009-04-22 02:12:22,0.332
11,1,2009-04-22 02:13:30,0.331
11,4,2009-04-22 02:13:30,0.303
11,24,2009-04-22 02:13:30,0.1
11,44,2009-04-22 02:13:30,0.451
11,49,2009-04-22 02:13:30,
11,61,2009-04-22 02:13:30,0.337
11,71,2009-04-22 02:13:30,0.156
11,76,2009-04-22 02:13:30,0.5
11,80,2009-04-22 02:13:30,
64,5,2009-04-22 02:13:43,
5,64,2009-04-22 02:14:01,
5,75,2009-04-22 02:14:01,0.102
5,77,2009-04-22 02:14:01,0.091
5,78,2009-04-22 02:14:01,
21,8,2009-04-22 02:14:08,0.193
21,20,2009-04-22 02:14:08,0.06
21,31,2009-04-22 02:14:08,0.38
21,42,2009-04-22 02:14:08,0.053
21,57,2009-04-22 02:14:08,0.685
21,64,2009-04-22 02:14:08,
21,70,2009-04-22 02:14:08,0.305
15,35,2009-04-22 02:14:26,0.24
15,52,2009-04-22 02:14:26,0.074
15,68,2009-04-22 02:14:26,0.218
15,78,2009-04-22 02:14:26,
15,79,2009-04-22 02:14:26,0.302
18,4,2009-04-22 02:14:32,0.067
18,11,2009-04-22 02:14:32,0.024
18,22,2009-04-22 02:14:32,0.6
18,49,2009-04-22 02:14:32,0.24
18,60,2009-04-22 02:14:32,0.724
18,62,2009-04-22 02:14:32,0.162
18,67,2009-04-22 02:14:32,0.617
18,76,2009-04-22 02:14:32,0.008
1,2,2009-04-22 02:14:41,0
1,2,2009-04-22 02:14:41,0
1,11,2009-04-22 02:14:41,0.406
1,11,2009-04-22 02:14:41,0.406
1,24,2009-04-22 02:14:41,
1,24,2009-04-22 02:14:41,
1,61,2009-04-22 02:14:41,0.882
1,61,2009-04-22 02:14:41,0.882
22,18,2009-04-22 02:15:20,0.535
22,46,2009-04-22 02:15:20,0.07
22,49,2009-04-22 02:15:20,0.08
22,60,2009-04-22 02:15:20,0.375
22,67,2009-04-22 02:15:20,0.51
22,76,2009-04-22 02:15:20,
22,78,2009-04-22 02:15:20,
62,46,2009-04-22 02:16:10,0.125
62,49,2009-04-22 02:16:10,0.375
62,56,2009-04-22 02:16:10,0.237
62,60,2009-04-22 02:16:10,0.117
62,65,2009-04-22 02:16:10,0.815
62,67,2009-04-22 02:16:10,0.392
31,8,2009-04-22 02:16:27,0.133
31,20,2009-04-22 02:16:27,0.151
31,21,2009-04-22 02:16:27,0.355
31,42,2009-04-22 02:16:27,0.112
31,57,2009-04-22 02:16:27,0.409
44,11,2009-04-22 02:16:28,0.255
44,23,2009-04-22 02:16:28,0.06
44,30,2009-04-22 02:16:28,0.145
44,33,2009-04-22 02:16:28,
44,77,2009-04-22 02:16:28,
44,79,2009-04-22 02:16:28,0.344
44,80,2009-04-22 02:16:28,
27,8,2009-04-22 02:16:50,0.078
27,20,2009-04-22 02:16:50,0.033
27,21,2009-04-22 02:16:50,0.644
27,31,2009-04-22 02:16:50,0.359
27,42,2009-04-22 02:16:50,0.01
27,57,2009-04-22 02:16:50,0.683
27,70,2009-04-22 02:16:50,0.312
52,78,2009-04-22 02:17:04,
4,11,2009-04-22 02:17:27,0.133
4,24,2009-04-22 02:17:27,0.142
4,71,2009-04-22 02:17:27,0.091
4,76,2009-04-22 02:17:27,0
4,80,2009-04-22 02:17:27,
75,15,2009-04-22 02:17:31,0.366
75,46,2009-04-22 02:17:31,0.107
75,49,2009-04-22 02:17:31,
75,60,2009-04-22 02:17:31,0.025
75,62,2009-04-22 02:17:31,0.174
75,65,2009-04-22 02:17:31,0.188
75,67,2009-04-22 02:17:31,0.151
71,2,2009-04-22 02:17:37,0.75
71,4,2009-04-22 02:17:37,0.138
71,18,2009-04-22 02:17:37,0.15
71,76,2009-04-22 02:17:37,0
69,52,2009-04-22 02:17:38,0.026
69,72,2009-04-22 02:17:38,0.439
70,8,2009-04-22 02:17:48,0.278
70,20,2009-04-22 02:17:48,0.152
70,21,2009-04-22 02:17:48,0.34
70,27,2009-04-22 02:17:48,0.288
70,31,2009-04-22 02:17:48,0.423
70,42,2009-04-22 02:17:48,0.166
70,79,2009-04-22 02:17:48,0.07
11,4,2009-04-22 02:18:47,0.303
11,18,2009-04-22 02:18:47,0.045
11,24,2009-04-22 02:18:47,0.1
11,44,2009-04-22 02:18:47,0.451
11,49,2009-04-22 02:18:47,
11,71,2009-04-22 02:18:47,0.156
11,76,2009-04-22 02:18:47,0.5
11,80,2009-04-22 02:18:47,
64,5,2009-04-22 02:18:58,
64,21,2009-04-22 02:18:58,
5,64,2009-04-22 02:19:16,
5,77,2009-04-22 02:19:16,0.091
5,78,2009-04-22 02:19:16,
21,8,2009-04-22 02:19:36,0.193
21,31,2009-04-22 02:19:36,0.38
21,42,2009-04-22 02:19:36,0.053
21,57,2009-04-22 02:19:36,0.685
21,64,2009-04-22 02:19:36,
21,70,2009-04-22 02:19:36,0.305
15,35,2009-04-22 02:19:42,0.24
15,52,2009-04-22 02:19:42,0.074
15,68,2009-04-22 02:19:42,0.218
15,72,2009-04-22 02:19:42,0.489
15,78,2009-04-22 02:19:42,
15,79,2009-04-22 02:19:42,0.302
18,11,2009-04-22 02:19:49,0.024
18,22,2009-04-22 02:19:49,0.6
18,49,2009-04-22 02:19:49,0.24
18,60,2009-04-22 02:19:49,0.724
18,62,2009-04-22 02:19:49,0.162
18,76,2009-04-22 02:19:49,0.008
18,78,2009-04-22 02:19:49,
72,35,2009-04-22 02:19:51,0.391
72,79,2009-04-22 02:19:51,0.328
1,2,2009-04-22 02:19:57,0
1,2,2009-04-22 02:19:57,0
1,24,2009-04-22 02:19:57,
1,24,2009-04-22 02:19:57,
1,61,2009-04-22 02:19:57,0.882
1,61,2009-04-22 02:19:57,0.882
22,49,2009-04-22 02:20:52,0.08
22,60,2009-04-22 02:20:52,0.375
22,67,2009-04-22 02:20:52,0.51
22,68,2009-04-22 02:20:52,0.218
22,76,2009-04-22 02:20:52,
22,78,2009-04-22 02:20:52,
30,20,2009-04-22 02:21:20,0.694
30,24,2009-04-22 02:21:20,
30,33,2009-04-22 02:21:20,
30,35,2009-04-22 02:21:20,0.052
30,42,2009-04-22 02:21:20,0.342
30,44,2009-04-22 02:21:20,0.2
30,59,2009-04-22 02:21:20,0.495
30,77,2009-04-22 02:21:20,
62,46,2009-04-22 02:21:25,0.125
62,56,2009-04-22 02:21:25,0.237
62,60,2009-04-22 02:21:25,0.117
62,65,2009-04-22 02:21:25,0.815
62,67,2009-04-22 02:21:25,0.392
62,75,2009-04-22 02:21:25,0.054
31,8,2009-04-22 02:21:45,0.133
31,20,2009-04-22 02:21:45,0.151
31,21,2009-04-22 02:21:45,0.355
31,42,2009-04-22 02:21:45,0.112
31,57,2009-04-22 02:21:45,0.409
31,70,2009-04-22 02:21:45,0.423
61,1,2009-04-22 02:21:48,0.925
61,2,2009-04-22 02:21:48,0
61,24,2009-04-22 02:21:48,
27,8,2009-04-22 02:22:06,0.078
27,31,2009-04-22 02:22:06,0.359
27,42,2009-04-22 02:22:06,0.01
27,57,2009-04-22 02:22:06,0.683
27,70,2009-04-22 02:22:06,0.312
52,15,2009-04-22 02:22:21,0.132
52,46,2009-04-22 02:22:21,0.145
52,72,2009-04-22 02:22:21,0.03
52,75,2009-04-22 02:22:21,0.077
52,78,2009-04-22 02:22:21,
52,79,2009-04-22 02:22:21,0.011
44,11,2009-04-22 02:22:25,0.255
44,20,2009-04-22 02:22:25,0.081
44,23,2009-04-22 02:22:25,0.06
44,30,2009-04-22 02:22:25,0.145
44,33,2009-04-22 02:22:25,
44,77,2009-04-22 02:22:25,
44,80,2009-04-22 02:22:25,
4,11,2009-04-22 02:22:43,0.133
4,24,2009-04-22 02:22:43,0.142
4,71,2009-04-22 02:22:43,0.091
4,76,2009-04-22 02:22:43,0
4,80,2009-04-22 02:22:43,
69,35,2009-04-22 02:22:47,0.384
69,46,2009-04-22 02:22:47,0.026
69,72,2009-04-22 02:22:47,0.439
69,75,2009-04-22 02:22:47,0.159
69,79,2009-04-22 02:22:47,0.332
71,2,2009-04-22 02:22:54,0.75
71,4,2009-04-22 02:22:54,0.138
71,11,2009-04-22 02:22:54,0.031
71,18,2009-04-22 02:22:54,0.15
71,22,2009-04-22 02:22:54,0.011
71,61,2009-04-22 02:22:54,0.062
71,76,2009-04-22 02:22:54,0
75,15,2009-04-22 02:23:07,0.366
75,46,2009-04-22 02:23:07,0.107
75,49,2009-04-22 02:23:07,
75,52,2009-04-22 02:23:07,0.094
75,68,2009-04-22 02:23:07,0.16
75,72,2009-04-22 02:23:07,0.574
75,78,2009-04-22 02:23:07,
75,79,2009-04-22 02:23:07,0.233
64,5,2009-04-22 02:24:13,
64,21,2009-04-22 02:24:13,
5,64,2009-04-22 02:24:31,
5,77,2009-04-22 02:24:31,0.091
5,78,2009-04-22 02:24:31,
11,1,2009-04-22 02:24:34,0.331
11,4,2009-04-22 02:24:34,0.303
11,18,2009-04-22 02:24:34,0.045
11,24,2009-04-22 02:24:34,0.1
11,44,2009-04-22 02:24:34,0.451
11,49,2009-04-22 02:24:34,
11,71,2009-04-22 02:24:34,0.156
11,76,2009-04-22 02:24:34,0.5
11,80,2009-04-22 02:24:34,
15,46,2009-04-22 02:24:58,0.215
15,52,2009-04-22 02:24:58,0.074
15,68,2009-04-22 02:24:58,0.218
15,75,2009-04-22 02:24:58,0.329
15,79,2009-04-22 02:24:58,0.302
21,8,2009-04-22 02:25:04,0.193
21,31,2009-04-22 02:25:04,0.38
21,42,2009-04-22 02:25:04,0.053
21,57,2009-04-22 02:25:04,0.685
21,59,2009-04-22 02:25:04,0.009
21,64,2009-04-22 02:25:04,
21,70,2009-04-22 02:25:04,0.305
18,11,2009-04-22 02:25:08,0.024
18,22,2009-04-22 02:25:08,0.6
18,49,2009-04-22 02:25:08,0.24
18,60,2009-04-22 02:25:08,0.724
18,76,2009-04-22 02:25:08,0.008
1,2,2009-04-22 02:25:14,0
1,2,2009-04-22 02:25:14,0
1,24,2009-04-22 02:25:14,
1,24,2009-04-22 02:25:14,
1,61,2009-04-22 02:25:14,0.882
1,61,2009-04-22 02:25:14,0.882
22,18,2009-04-22 02:26:29,0.535
22,49,2009-04-22 02:26:29,0.08
22,60,2009-04-22 02:26:29,0.375
22,67,2009-04-22 02:26:29,0.51
22,76,2009-04-22 02:26:29,
22,78,2009-04-22 02:26:29,
62,56,2009-04-22 02:26:40,0.237
62,60,2009-04-22 02:26:40,0.117
62,65,2009-04-22 02:26:40,0.815
62,67,2009-04-22 02:26:40,0.392
31,8,2009-04-22 02:27:02,0.133
31,20,2009-04-22 02:27:02,0.151
31,21,2009-04-22 02:27:02,0.355
31,30,2009-04-22 02:27:02,0.06
31,42,2009-04-22 02:27:02,0.112
31,57,2009-04-22 02:27:02,0.409
31,70,2009-04-22 02:27:02,0.423
27,8,2009-04-22 02:27:22,0.078
27,21,2009-04-22 02:27:22,0.644
27,31,2009-04-22 02:27:22,0.359
27,42,2009-04-22 02:27:22,0.01
27,57,2009-04-22 02:27:22,0.683
27,59,2009-04-22 02:27:22,0.053
27,70,2009-04-22 02:27:22,0.312
52,15,2009-04-22 02:27:38,0.132
52,72,2009-04-22 02:27:38,0.03
52,78,2009-04-22 02:27:38,
44,20,2009-04-22 02:27:40,0.081
44,23,2009-04-22 02:27:40,0.06
44,30,2009-04-22 02:27:40,0.145
44,33,2009-04-22 02:27:40,
44,77,2009-04-22 02:27:40,
44,80,2009-04-22 02:27:40,
60,18,2009-04-22 02:27:42,0.359
60,35,2009-04-22 02:27:42,0.394
60,62,2009-04-22 02:27:42,0.175
60,65,2009-04-22 02:27:42,0.511
60,67,2009-04-22 02:27:42,0.839
4,11,2009-04-22 02:27:59,0.133
4,18,2009-04-22 02:27:59,0.052
4,24,2009-04-22 02:27:59,0.142
4,44,2009-04-22 02:27:59,0.202
4,49,2009-04-22 02:27:59,0.058
4,80,2009-04-22 02:27:59,
69,52,2009-04-22 02:28:04,0.026
69,72,2009-04-22 02:28:04,0.439
69,79,2009-04-22 02:28:04,0.332
71,2,2009-04-22 02:28:11,0.75
71,4,2009-04-22 02:28:11,0.138
71,30,2009-04-22 02:28:11,0.454
71,61,2009-04-22 02:28:11,0.062
71,76,2009-04-22 02:28:11,0
75,5,2009-04-22 02:28:23,0.153
75,68,2009-04-22 02:28:23,0.16
75,78,2009-04-22 02:28:23,
64,5,2009-04-22 02:29:28,
64,8,2009-04-22 02:29:28,
64,21,2009-04-22 02:29:28,
5,8,2009-04-22 02:29:46,0.165
5,44,2009-04-22 02:29:46,0.207
5,64,2009-04-22 02:29:46,
5,75,2009-04-22 02:29:46,0.102
5,77,2009-04-22 02:29:46,0.091
5,78,2009-04-22 02:29:46,
11,4,2009-04-22 02:29:51,0.303
11,18,2009-04-22 02:29:51,0.045
11,44,2009-04-22 02:29:51,0.451
11,49,2009-04-22 02:29:51,
11,71,2009-04-22 02:29:51,0.156
11,76,2009-04-22 02:29:51,0.5
11,80,2009-04-22 02:29:51,
15,46,2009-04-22 02:30:14,0.215
15,52,2009-04-22 02:30:14,0.074
15,72,2009-04-22 02:30:14,0.489
15,79,2009-04-22 02:30:14,0.302
1,2,2009-04-22 02:30:31,0
1,2,2009-04-22 02:30:31,0
1,11,2009-04-22 02:30:31,0.406
1,11,2009-04-22 02:30:31,0.406
1,24,2009-04-22 02:30:31,
1,24,2009-04-22 02:30:31,
1,61,2009-04-22 02:30:31,0.882
1,61,2009-04-22 02:30:31,0.882
21,8,2009-04-22 02:30:31,0.193
21,42,2009-04-22 02:30:31,0.053
21,57,2009-04-22 02:30:31,0.685
21,64,2009-04-22 02:30:31,
21,70,2009-04-22 02:30:31,0.305
35,18,2009-04-22 02:31:13,0.397
35,22,2009-04-22 02:31:13,0.875
35,49,2009-04-22 02:31:13,
35,60,2009-04-22 02:31:13,0.557
35,62,2009-04-22 02:31:13,0.129
35,76,2009-04-22 02:31:13,0.469
30,20,2009-04-22 02:31:52,0.694
30,23,2009-04-22 02:31:52,0.095
30,24,2009-04-22 02:31:52,
30,33,2009-04-22 02:31:52,
30,42,2009-04-22 02:31:52,0.342
30,44,2009-04-22 02:31:52,0.2
30,59,2009-04-22 02:31:52,0.495
30,77,2009-04-22 02:31:52,
62,35,2009-04-22 02:31:55,0.067
62,49,2009-04-22 02:31:55,0.375
62,56,2009-04-22 02:31:55,0.237
62,60,2009-04-22 02:31:55,0.117
62,65,2009-04-22 02:31:55,0.815
62,67,2009-04-22 02:31:55,0.392
22,18,2009-04-22 02:32:08,0.535
22,35,2009-04-22 02:32:08,0.175
22,49,2009-04-22 02:32:08,0.08
22,60,2009-04-22 02:32:08,0.375
22,67,2009-04-22 02:32:08,0.51
22,68,2009-04-22 02:32:08,0.218
22,71,2009-04-22 02:32:08,0.011
22,76,2009-04-22 02:32:08,
22,78,2009-04-22 02:32:08,
30,20,2009-04-22 02:32:08,0.694
30,23,2009-04-22 02:32:08,0.095
30,24,2009-04-22 02:32:08,
30,33,2009-04-22 02:32:08,
30,42,2009-04-22 02:32:08,0.342
30,44,2009-04-22 02:32:08,0.2
30,59,2009-04-22 02:32:08,0.495
30,77,2009-04-22 02:32:08,
31,8,2009-04-22 02:32:20,0.133
31,21,2009-04-22 02:32:20,0.355
31,30,2009-04-22 02:32:20,0.06
31,42,2009-04-22 02:32:20,0.112
31,57,2009-04-22 02:32:20,0.409
31,59,2009-04-22 02:32:20,0.082
31,70,2009-04-22 02:32:20,0.423
27,8,2009-04-22 02:32:38,0.078
27,21,2009-04-22 02:32:38,0.644
27,31,2009-04-22 02:32:38,0.359
27,42,2009-04-22 02:32:38,0.01
27,57,2009-04-22 02:32:38,0.683
27,59,2009-04-22 02:32:38,0.053
27,70,2009-04-22 02:32:38,0.312
52,15,2009-04-22 02:32:55,0.132
52,46,2009-04-22 02:32:55,0.145
52,72,2009-04-22 02:32:55,0.03
52,75,2009-04-22 02:32:55,0.077
52,78,2009-04-22 02:32:55,
52,79,2009-04-22 02:32:55,0.011
44,11,2009-04-22 02:32:56,0.255
44,20,2009-04-22 02:32:56,0.081
44,23,2009-04-22 02:32:56,0.06
44,24,2009-04-22 02:32:56,
44,30,2009-04-22 02:32:56,0.145
44,33,2009-04-22 02:32:56,
44,49,2009-04-22 02:32:56,
44,77,2009-04-22 02:32:56,
44,80,2009-04-22 02:32:56,
4,11,2009-04-22 02:33:15,0.133
4,24,2009-04-22 02:33:15,0.142
4,33,2009-04-22 02:33:15,
4,71,2009-04-22 02:33:15,0.091
4,76,2009-04-22 02:33:15,0
4,80,2009-04-22 02:33:15,
69,46,2009-04-22 02:33:19,0.026
69,72,2009-04-22 02:33:19,0.439
69,79,2009-04-22 02:33:19,0.332
71,2,2009-04-22 02:33:28,0.75
71,4,2009-04-22 02:33:28,0.138
71,18,2009-04-22 02:33:28,0.15
71,61,2009-04-22 02:33:28,0.062
71,76,2009-04-22 02:33:28,0
75,46,2009-04-22 02:33:39,0.107
75,68,2009-04-22 02:33:39,0.16
75,72,2009-04-22 02:33:39,0.574
75,78,2009-04-22 02:33:39,
64,5,2009-04-22 02:34:43,
5,64,2009-04-22 02:35:01,
5,75,2009-04-22 02:35:01,0.102
5,77,2009-04-22 02:35:01,0.091
5,78,2009-04-22 02:35:01,
15,46,2009-04-22 02:35:30,0.215
15,52,2009-04-22 02:35:30,0.074
15,72,2009-04-22 02:35:30,0.489
15,79,2009-04-22 02:35:30,0.302
11,4,2009-04-22 02:35:37,0.303
11,18,2009-04-22 02:35:37,0.045
11,24,2009-04-22 02:35:37,0.1
11,44,2009-04-22 02:35:37,0.451
11,49,2009-04-22 02:35:37,
11,57,2009-04-22 02:35:37,0.167
11,71,2009-04-22 02:35:37,0.156
11,76,2009-04-22 02:35:37,0.5
61,2,2009-04-22 02:35:47,0
61,24,2009-04-22 02:35:47,
61,57,2009-04-22 02:35:47,0.428
61,71,2009-04-22 02:35:47,0.031
1,2,2009-04-22 02:35:48,0
1,2,2009-04-22 02:35:48,0
1,11,2009-04-22 02:35:48,0.406
1,11,2009-04-22 02:35:48,0.406
1,24,2009-04-22 02:35:48,
1,24,2009-04-22 02:35:48,
1,57,2009-04-22 02:35:48,0.221
1,57,2009-04-22 02:35:48,0.221
21,8,2009-04-22 02:35:54,0.193
21,31,2009-04-22 02:35:54,0.38
21,42,2009-04-22 02:35:54,0.053
21,59,2009-04-22 02:35:54,0.009
21,70,2009-04-22 02:35:54,0.305
62,49,2009-04-22 02:37:10,0.375
62,60,2009-04-22 02:37:10,0.117
62,65,2009-04-22 02:37:10,0.815
62,67,2009-04-22 02:37:10,0.392
31,8,2009-04-22 02:37:38,0.133
31,21,2009-04-22 02:37:38,0.355
31,42,2009-04-22 02:37:38,0.112
31,57,2009-04-22 02:37:38,0.409
31,59,2009-04-22 02:37:38,0.082
31,70,2009-04-22 02:37:38,0.423
22,18,2009-04-22 02:37:43,0.535
22,23,2009-04-22 02:37:43,0.212
22,35,2009-04-22 02:37:43,0.175
22,49,2009-04-22 02:37:43,0.08
22,60,2009-04-22 02:37:43,0.375
22,67,2009-04-22 02:37:43,0.51
22,76,2009-04-22 02:37:43,
27,8,2009-04-22 02:37:54,0.078
27,21,2009-04-22 02:37:54,0.644
27,31,2009-04-22 02:37:54,0.359
27,42,2009-04-22 02:37:54,0.01
27,70,2009-04-22 02:37:54,0.312
44,11,2009-04-22 02:38:12,0.255
44,15,2009-04-22 02:38:12,0.016
44,20,2009-04-22 02:38:12,0.081
44,23,2009-04-22 02:38:12,0.06
44,30,2009-04-22 02:38:12,0.145
44,33,2009-04-22 02:38:12,
44,77,2009-04-22 02:38:12,
44,80,2009-04-22 02:38:12,
52,46,2009-04-22 02:38:12,0.145
52,75,2009-04-22 02:38:12,0.077
52,78,2009-04-22 02:38:12,
52,79,2009-04-22 02:38:12,0.011
4,11,2009-04-22 02:38:31,0.133
4,76,2009-04-22 02:38:31,0
69,46,2009-04-22 02:38:36,0.026
69,72,2009-04-22 02:38:36,0.439
69,79,2009-04-22 02:38:36,0.332
71,2,2009-04-22 02:38:44,0.75
71,11,2009-04-22 02:38:44,0.031
71,18,2009-04-22 02:38:44,0.15
71,30,2009-04-22 02:38:44,0.454
71,57,2009-04-22 02:38:44,
71,61,2009-04-22 02:38:44,0.062
71,76,2009-04-22 02:38:44,0
75,46,2009-04-22 02:38:55,0.107
75,68,2009-04-22 02:38:55,0.16
75,72,2009-04-22 02:38:55,0.574
75,78,2009-04-22 02:38:55,
70,8,2009-04-22 02:39:05,0.278
70,21,2009-04-22 02:39:05,0.34
70,27,2009-04-22 02:39:05,0.288
70,31,2009-04-22 02:39:05,0.423
70,42,2009-04-22 02:39:05,0.166
70,59,2009-04-22 02:39:05,0.066
64,5,2009-04-22 02:39:58,
5,64,2009-04-22 02:40:16,
5,75,2009-04-22 02:40:16,0.102
5,77,2009-04-22 02:40:16,0.091
